userId,achievementId,rep,totalCorrectGroupPredictions
23052462,18023,700,19
23052462,18024,900,19
65000733,18022,100,2
75319906,18022,100,1
332,18022,100,18
332,18023,700,18
332,18024,900,18
21081731,18022,100,1
76850996,18022,100,1
31709656,18022,100,21
31709656,18023,700,21
31709656,18024,900,21
30103005,18022,100,22
30103005,18023,700,22
30103005,18024,900,22
5555506,18022,100,9
5555506,18023,700,9
38194832,18022,100,7
33001801,18022,100,2
42083907,18022,100,4
75977225,18022,100,4
35774544,18022,100,2
46026661,18022,100,3
30161279,18022,100,2
73080891,18022,100,3
46538967,18022,100,24
46538967,18023,700,24
46538967,18024,900,24
26475757,18022,100,1
76867158,18022,100,19
76867158,18023,700,19
76867158,18024,900,19
44591589,18022,100,1
30976739,18022,100,19
30976739,18023,700,19
30976739,18024,900,19
363,18022,100,5
75606844,18022,100,22
75606844,18023,700,22
75606844,18024,900,22
11466941,18022,100,2
38119371,18022,100,5
3500851,18022,100,23
3500851,18023,700,23
3500851,18024,900,23
39000949,18022,100,27
39000949,18023,700,27
39000949,18024,900,27
76914954,18022,100,2
76147097,18022,100,11
76147097,18023,700,11
38331096,18022,100,5
24704634,18022,100,24
24704634,18023,700,24
24704634,18024,900,24
76497969,18022,100,1
23639571,18022,100,13
23639571,18023,700,13
31106370,18022,100,10
31106370,18023,700,10
76883704,18022,100,7
13212072,18022,100,1
75145887,18022,100,3
25350577,18022,100,24
25350577,18023,700,24
25350577,18024,900,24
74998803,18022,100,3
73917654,18022,100,19
73917654,18023,700,19
73917654,18024,900,19
28312342,18022,100,24
28312342,18023,700,24
28312342,18024,900,24
73935372,18022,100,18
73935372,18023,700,18
73935372,18024,900,18
11651683,18022,100,8
11651683,18023,700,8
11386918,18022,100,2
72563325,18022,100,1
20168383,18022,100,4
33333181,18022,100,19
33333181,18023,700,19
33333181,18024,900,19
73719224,18022,100,10
73719224,18023,700,10
34348610,18022,100,15
34348610,18023,700,15
35321699,18022,100,1
76833187,18022,100,1
33733333,18022,100,4
30551415,18022,100,3
30548310,18022,100,9
30548310,18023,700,9
76850760,18022,100,1
33714956,18022,100,20
33714956,18023,700,20
33714956,18024,900,20
73724554,18022,100,3
74653183,18022,100,2
76721393,18022,100,1
34421282,18022,100,24
34421282,18023,700,24
34421282,18024,900,24
2835419,18022,100,4
26671257,18022,100,2
76574651,18022,100,1
27941101,18022,100,3
73881206,18022,100,1
5505256,18022,100,16
5505256,18023,700,16
5505256,18024,900,16
75125161,18022,100,2
34599396,18022,100,24
34599396,18023,700,24
34599396,18024,900,24
64559165,18022,100,4
33543678,18022,100,6
32532364,18022,100,4
76037684,18022,100,26
76037684,18023,700,26
76037684,18024,900,26
76921151,18022,100,5
38334080,18022,100,5
76137090,18022,100,10
76137090,18023,700,10
33047139,18022,100,1
74363654,18022,100,25
74363654,18023,700,25
74363654,18024,900,25
388,18022,100,1
168782,18022,100,2
40700278,18022,100,2
65731769,18022,100,3
76804305,18022,100,3
35041112,18022,100,20
35041112,18023,700,20
35041112,18024,900,20
42480933,18022,100,5
33299670,18022,100,3
64164805,18022,100,20
64164805,18023,700,20
64164805,18024,900,20
33126578,18022,100,1
20024890,18022,100,1
17324329,18022,100,3
38327595,18022,100,5
73859997,18022,100,6
34277771,18022,100,2
53847925,18022,100,3
16921666,18022,100,22
16921666,18023,700,22
16921666,18024,900,22
25422887,18022,100,10
25422887,18023,700,10
30902913,18022,100,20
30902913,18023,700,20
30902913,18024,900,20
40376156,18022,100,3
62711057,18022,100,1
76865358,18022,100,3
38334909,18022,100,5
5455022,18022,100,1
28340202,18022,100,3
25179256,18022,100,12
25179256,18023,700,12
20161461,18022,100,4
31816100,18022,100,2
40608053,18022,100,22
40608053,18023,700,22
40608053,18024,900,22
9079152,18022,100,16
9079152,18023,700,16
9079152,18024,900,16
42902006,18022,100,2
76357663,18022,100,24
76357663,18023,700,24
76357663,18024,900,24
37848835,18022,100,1
18437757,18022,100,2
28098860,18022,100,3
6974114,18022,100,1
22418758,18022,100,22
22418758,18023,700,22
22418758,18024,900,22
29295201,18022,100,10
29295201,18023,700,10
70596393,18022,100,26
70596393,18023,700,26
70596393,18024,900,26
41267027,18022,100,8
41267027,18023,700,8
74765686,18022,100,3
10692723,18022,100,2
4004101,18022,100,5
3888003,18022,100,20
3888003,18023,700,20
3888003,18024,900,20
27679959,18022,100,14
27679959,18023,700,14
15943652,18022,100,25
15943652,18023,700,25
15943652,18024,900,25
16427820,18022,100,27
16427820,18023,700,27
16427820,18024,900,27
38346334,18022,100,4
37249983,18022,100,4
36561484,18022,100,15
36561484,18023,700,15
76936278,18022,100,2
66977725,18022,100,6
30956291,18022,100,6
38334379,18022,100,24
38334379,18023,700,24
38334379,18024,900,24
32547918,18022,100,18
32547918,18023,700,18
32547918,18024,900,18
49772369,18022,100,24
49772369,18023,700,24
49772369,18024,900,24
57788173,18022,100,7
76300160,18022,100,7
32194267,18022,100,13
32194267,18023,700,13
76399793,18022,100,3
30169172,18022,100,1
73825716,18022,100,4
31876920,18022,100,4
40291001,18022,100,22
40291001,18023,700,22
40291001,18024,900,22
62675441,18022,100,2
39999423,18022,100,4
35907487,18022,100,24
35907487,18023,700,24
35907487,18024,900,24
20105249,18022,100,23
20105249,18023,700,23
20105249,18024,900,23
113010,18022,100,24
113010,18023,700,24
113010,18024,900,24
36966494,18022,100,18
36966494,18023,700,18
36966494,18024,900,18
30304417,18022,100,2
27027290,18022,100,1
28085773,18022,100,18
28085773,18023,700,18
28085773,18024,900,18
34146381,18022,100,6
75627205,18022,100,1
75386685,18022,100,2
36191095,18022,100,24
36191095,18023,700,24
36191095,18024,900,24
6006,18022,100,24
6006,18023,700,24
6006,18024,900,24
54818829,18022,100,16
54818829,18023,700,16
54818829,18024,900,16
74248807,18022,100,3
27475683,18022,100,20
27475683,18023,700,20
27475683,18024,900,20
15295428,18022,100,4
6765949,18022,100,1
38120702,18022,100,2
69064289,18022,100,1
76473011,18022,100,1
68094337,18022,100,24
68094337,18023,700,24
68094337,18024,900,24
19909613,18022,100,17
19909613,18023,700,17
19909613,18024,900,17
27542074,18022,100,16
27542074,18023,700,16
27542074,18024,900,16
76806141,18022,100,3
73542993,18022,100,1
76711541,18022,100,4
29264013,18022,100,10
29264013,18023,700,10
21759493,18022,100,5
44125411,18022,100,5
35238217,18022,100,2
73715681,18022,100,13
73715681,18023,700,13
30508212,18022,100,5
12952671,18022,100,2
21023628,18022,100,18
21023628,18023,700,18
21023628,18024,900,18
31170362,18022,100,3
12683873,18022,100,8
12683873,18023,700,8
42282965,18022,100,1
67728309,18022,100,23
67728309,18023,700,23
67728309,18024,900,23
37114624,18022,100,1
23466742,18022,100,19
23466742,18023,700,19
23466742,18024,900,19
44306793,18022,100,4
13108605,18022,100,1
69977777,18022,100,4
72896720,18022,100,3
17303656,18022,100,13
17303656,18023,700,13
36205639,18022,100,24
36205639,18023,700,24
36205639,18024,900,24
651,18022,100,16
651,18023,700,16
651,18024,900,16
76930786,18022,100,2
31512470,18022,100,9
31512470,18023,700,9
22485046,18022,100,15
22485046,18023,700,15
73747872,18022,100,16
73747872,18023,700,16
73747872,18024,900,16
67022133,18022,100,2
76109821,18022,100,2
38759710,18022,100,4
73856691,18022,100,19
73856691,18023,700,19
73856691,18024,900,19
76831578,18022,100,14
76831578,18023,700,14
76762618,18022,100,5
36539309,18022,100,1
33862615,18022,100,6
20572774,18022,100,3
14427025,18022,100,23
14427025,18023,700,23
14427025,18024,900,23
32327523,18022,100,1
18961008,18022,100,4
28001904,18022,100,2
12440630,18022,100,2
35432386,18022,100,2
38535448,18022,100,4
39715829,18022,100,2
35909262,18022,100,14
35909262,18023,700,14
70082421,18022,100,1
1883880,18022,100,5
41583583,18022,100,4
55698341,18022,100,3
74179825,18022,100,1
73812867,18022,100,23
73812867,18023,700,23
73812867,18024,900,23
20561046,18022,100,2
29746347,18022,100,15
29746347,18023,700,15
34364160,18022,100,3
7767368,18022,100,17
7767368,18023,700,17
7767368,18024,900,17
76839380,18022,100,3
323,18022,100,14
323,18023,700,14
14202000,18022,100,15
14202000,18023,700,15
75931951,18022,100,2
43331459,18022,100,3
27236673,18022,100,1
76856253,18022,100,2
31200211,18022,100,27
31200211,18023,700,27
31200211,18024,900,27
76632157,18022,100,27
76632157,18023,700,27
76632157,18024,900,27
7131214,18022,100,10
7131214,18023,700,10
30705875,18022,100,22
30705875,18023,700,22
30705875,18024,900,22
5413884,18022,100,4
28337713,18022,100,1
23855907,18022,100,20
23855907,18023,700,20
23855907,18024,900,20
74772112,18022,100,1
75959695,18022,100,17
75959695,18023,700,17
75959695,18024,900,17
9611111,18022,100,23
9611111,18023,700,23
9611111,18024,900,23
37921744,18022,100,2
75220522,18022,100,4
75746691,18022,100,22
75746691,18023,700,22
75746691,18024,900,22
9993003,18022,100,1
43131690,18022,100,24
43131690,18023,700,24
43131690,18024,900,24
27932604,18022,100,2
19128313,18022,100,2
30221631,18022,100,13
30221631,18023,700,13
39448433,18022,100,8
39448433,18023,700,8
21084977,18022,100,8
21084977,18023,700,8
75338560,18022,100,21
75338560,18023,700,21
75338560,18024,900,21
31798298,18022,100,16
31798298,18023,700,16
31798298,18024,900,16
31178412,18022,100,23
31178412,18023,700,23
31178412,18024,900,23
37050987,18022,100,1
15029699,18022,100,14
15029699,18023,700,14
29723361,18022,100,2
36607012,18022,100,4
38174907,18022,100,3
34180818,18022,100,13
34180818,18023,700,13
76301430,18022,100,6
17477893,18022,100,18
17477893,18023,700,18
17477893,18024,900,18
25355540,18022,100,2
27788465,18022,100,7
71233321,18022,100,17
71233321,18023,700,17
71233321,18024,900,17
31603963,18022,100,1
40438365,18022,100,1
24185569,18022,100,1
11821818,18022,100,3
18995885,18022,100,11
18995885,18023,700,11
30070104,18022,100,3
34715672,18022,100,24
34715672,18023,700,24
34715672,18024,900,24
65966761,18022,100,22
65966761,18023,700,22
65966761,18024,900,22
30728405,18022,100,1
11333333,18022,100,20
11333333,18023,700,20
11333333,18024,900,20
60014229,18022,100,8
60014229,18023,700,8
26765784,18022,100,4
3365528,18022,100,3
10844735,18022,100,14
10844735,18023,700,14
25792096,18022,100,20
25792096,18023,700,20
25792096,18024,900,20
18050751,18022,100,2
24329440,18022,100,27
24329440,18023,700,27
24329440,18024,900,27
31555579,18022,100,3
76651158,18022,100,5
37191539,18022,100,24
37191539,18023,700,24
37191539,18024,900,24
38774405,18022,100,7
36462409,18022,100,2
21772594,18022,100,16
21772594,18023,700,16
21772594,18024,900,16
66781601,18022,100,1
25972026,18022,100,17
25972026,18023,700,17
25972026,18024,900,17
73676422,18022,100,16
73676422,18023,700,16
73676422,18024,900,16
73331666,18022,100,26
73331666,18023,700,26
73331666,18024,900,26
76915346,18022,100,1
76495549,18022,100,1
20333094,18022,100,2
12957215,18022,100,5
37639887,18022,100,2
22885126,18022,100,19
22885126,18023,700,19
22885126,18024,900,19
75514073,18022,100,1
39181459,18022,100,18
39181459,18023,700,18
39181459,18024,900,18
46902579,18022,100,4
33431559,18022,100,1
36069072,18022,100,9
36069072,18023,700,9
76879186,18022,100,2
36442460,18022,100,2
24703417,18022,100,19
24703417,18023,700,19
24703417,18024,900,19
34758629,18022,100,8
34758629,18023,700,8
25449884,18022,100,24
25449884,18023,700,24
25449884,18024,900,24
21907608,18022,100,12
21907608,18023,700,12
9770373,18022,100,1
26378580,18022,100,14
26378580,18023,700,14
31056533,18022,100,3
76181170,18022,100,4
34107040,18022,100,1
15199977,18022,100,2
42115555,18022,100,3
18224431,18022,100,15
18224431,18023,700,15
30234954,18022,100,28
30234954,18023,700,28
30234954,18024,900,28
22966621,18022,100,1
43312013,18022,100,5
39660612,18022,100,25
39660612,18023,700,25
39660612,18024,900,25
32912450,18022,100,5
40471251,18022,100,2
75380019,18022,100,5
32696170,18022,100,1
76678233,18022,100,1
57818405,18022,100,2
44546369,18022,100,15
44546369,18023,700,15
57166677,18022,100,8
57166677,18023,700,8
28076583,18022,100,1
25876325,18022,100,5
35708722,18022,100,1
66447733,18022,100,2
33835306,18022,100,24
33835306,18023,700,24
33835306,18024,900,24
27446027,18022,100,1
28808073,18022,100,1
71490337,18022,100,9
71490337,18023,700,9
37583330,18022,100,1
30708409,18022,100,1
76147518,18022,100,8
76147518,18023,700,8
7090218,18022,100,4
33586342,18022,100,2
63467901,18022,100,3
72938673,18022,100,1
19312888,18022,100,18
19312888,18023,700,18
19312888,18024,900,18
72607449,18022,100,3
41050147,18022,100,17
41050147,18023,700,17
41050147,18024,900,17
18047392,18022,100,20
18047392,18023,700,20
18047392,18024,900,20
13464711,18022,100,1
20673534,18022,100,1
17017598,18022,100,3
25285714,18022,100,17
25285714,18023,700,17
25285714,18024,900,17
39436780,18022,100,6
30653342,18022,100,24
30653342,18023,700,24
30653342,18024,900,24
32511860,18022,100,11
32511860,18023,700,11
72946170,18022,100,19
72946170,18023,700,19
72946170,18024,900,19
67761953,18022,100,1
59881665,18022,100,2
27029361,18022,100,3
66881133,18022,100,3
22689982,18022,100,20
22689982,18023,700,20
22689982,18024,900,20
74348022,18022,100,15
74348022,18023,700,15
38597474,18022,100,2
75932126,18022,100,14
75932126,18023,700,14
34257046,18022,100,7
10767077,18022,100,1
22762149,18022,100,2
39502165,18022,100,2
76713768,18022,100,3
22494236,18022,100,12
22494236,18023,700,12
58811993,18022,100,1
21252726,18022,100,17
21252726,18023,700,17
21252726,18024,900,17
76933427,18022,100,2
38335432,18022,100,3
23368033,18022,100,22
23368033,18023,700,22
23368033,18024,900,22
37208079,18022,100,6
29152344,18022,100,2
17283620,18022,100,3
7953693,18022,100,1
3362946,18022,100,3
17417279,18022,100,1
19850253,18022,100,27
19850253,18023,700,27
19850253,18024,900,27
29565030,18022,100,13
29565030,18023,700,13
50756565,18022,100,4
34629677,18022,100,1
42055962,18022,100,10
42055962,18023,700,10
76034857,18022,100,2
14064747,18022,100,5
51112121,18022,100,22
51112121,18023,700,22
51112121,18024,900,22
35884735,18022,100,2
23322685,18022,100,1
35711356,18022,100,22
35711356,18023,700,22
35711356,18024,900,22
10850962,18022,100,14
10850962,18023,700,14
26340754,18022,100,19
26340754,18023,700,19
26340754,18024,900,19
27745420,18022,100,1
41320988,18022,100,22
41320988,18023,700,22
41320988,18024,900,22
24760591,18022,100,1
20917564,18022,100,4
36632249,18022,100,27
36632249,18023,700,27
36632249,18024,900,27
33503075,18022,100,1
61503305,18022,100,7
24491458,18022,100,12
24491458,18023,700,12
21729836,18022,100,13
21729836,18023,700,13
42240759,18022,100,1
9588356,18022,100,16
9588356,18023,700,16
9588356,18024,900,16
36349102,18022,100,8
36349102,18023,700,8
5653846,18022,100,2
76791543,18022,100,11
76791543,18023,700,11
60435049,18022,100,1
31046132,18022,100,3
26406001,18022,100,3
38327572,18022,100,8
38327572,18023,700,8
76788933,18022,100,5
75005505,18022,100,11
75005505,18023,700,11
385,18022,100,12
385,18023,700,12
36299279,18022,100,6
30866171,18022,100,22
30866171,18023,700,22
30866171,18024,900,22
63308097,18022,100,7
76057749,18022,100,4
76895576,18022,100,3
43951161,18022,100,3
74505718,18022,100,21
74505718,18023,700,21
74505718,18024,900,21
7455928,18022,100,1
33065502,18022,100,1
29711877,18022,100,14
29711877,18023,700,14
39488166,18022,100,2
23102691,18022,100,13
23102691,18023,700,13
18094032,18022,100,20
18094032,18023,700,20
18094032,18024,900,20
30176047,18022,100,3
32995719,18022,100,11
32995719,18023,700,11
47601617,18022,100,24
47601617,18023,700,24
47601617,18024,900,24
29908124,18022,100,1
14314265,18022,100,9
14314265,18023,700,9
7204168,18022,100,12
7204168,18023,700,12
62844657,18022,100,2
76941485,18022,100,2
16466010,18022,100,5
30423582,18022,100,11
30423582,18023,700,11
14536213,18022,100,5
40258981,18022,100,15
40258981,18023,700,15
40359614,18022,100,21
40359614,18023,700,21
40359614,18024,900,21
40404944,18022,100,18
40404944,18023,700,18
40404944,18024,900,18
38327225,18022,100,9
38327225,18023,700,9
38257771,18022,100,21
38257771,18023,700,21
38257771,18024,900,21
27742080,18022,100,22
27742080,18023,700,22
27742080,18024,900,22
7861152,18022,100,7
421,18022,100,18
421,18023,700,18
421,18024,900,18
28884040,18022,100,2
38119869,18022,100,3
37666826,18022,100,1
30399994,18022,100,1
76900329,18022,100,2
38443844,18022,100,23
38443844,18023,700,23
38443844,18024,900,23
76506685,18022,100,24
76506685,18023,700,24
76506685,18024,900,24
27206081,18022,100,4
73369796,18022,100,20
73369796,18023,700,20
73369796,18024,900,20
19389234,18022,100,23
19389234,18023,700,23
19389234,18024,900,23
42526845,18022,100,22
42526845,18023,700,22
42526845,18024,900,22
625,18022,100,22
625,18023,700,22
625,18024,900,22
76117987,18022,100,1
76649265,18022,100,16
76649265,18023,700,16
76649265,18024,900,16
73330062,18022,100,3
27464634,18022,100,26
27464634,18023,700,26
27464634,18024,900,26
33086006,18022,100,9
33086006,18023,700,9
26059380,18022,100,18
26059380,18023,700,18
26059380,18024,900,18
221,18022,100,21
221,18023,700,21
221,18024,900,21
38335546,18022,100,3
37694014,18022,100,3
28714629,18022,100,3
76657742,18022,100,2
33254000,18022,100,1
40196552,18022,100,4
26666670,18022,100,2
27586713,18022,100,18
27586713,18023,700,18
27586713,18024,900,18
3639996,18022,100,1
76934615,18022,100,1
29396994,18022,100,1
43922879,18022,100,18
43922879,18023,700,18
43922879,18024,900,18
73642485,18022,100,20
73642485,18023,700,20
73642485,18024,900,20
940,18022,100,14
940,18023,700,14
31497824,18022,100,10
31497824,18023,700,10
28254851,18022,100,1
76605249,18022,100,3
31118885,18022,100,1
75862444,18022,100,1
26835902,18022,100,1
10167123,18022,100,9
10167123,18023,700,9
31391263,18022,100,4
10786303,18022,100,3
20016097,18022,100,15
20016097,18023,700,15
38724553,18022,100,4
74839374,18022,100,7
76464423,18022,100,3
22222205,18022,100,2
73703212,18022,100,16
73703212,18023,700,16
73703212,18024,900,16
28154381,18022,100,1
76831560,18022,100,3
76445994,18022,100,1
35116473,18022,100,8
35116473,18023,700,8
40000003,18022,100,10
40000003,18023,700,10
66248029,18022,100,1
24507014,18022,100,3
73478922,18022,100,3
54439817,18022,100,22
54439817,18023,700,22
54439817,18024,900,22
75549295,18022,100,13
75549295,18023,700,13
75630908,18022,100,4
37367795,18022,100,3
73374169,18022,100,1
32832097,18022,100,7
27472617,18022,100,3
76939348,18022,100,1
31197755,18022,100,16
31197755,18023,700,16
31197755,18024,900,16
75771419,18022,100,1
18510887,18022,100,4
27950075,18022,100,14
27950075,18023,700,14
25364737,18022,100,3
59840777,18022,100,2
20249117,18022,100,10
20249117,18023,700,10
20949679,18022,100,2
70162249,18022,100,2
35270666,18022,100,17
35270666,18023,700,17
35270666,18024,900,17
11005548,18022,100,18
11005548,18023,700,18
11005548,18024,900,18
75082952,18022,100,18
75082952,18023,700,18
75082952,18024,900,18
63442869,18022,100,3
30561077,18022,100,1
61876277,18022,100,12
61876277,18023,700,12
24266742,18022,100,23
24266742,18023,700,23
24266742,18024,900,23
25055552,18022,100,1
29919405,18022,100,2
19216169,18022,100,1
60014441,18022,100,2
25171833,18022,100,14
25171833,18023,700,14
76893576,18022,100,2
34679321,18022,100,2
3700366,18022,100,20
3700366,18023,700,20
3700366,18024,900,20
9651274,18022,100,1
70863637,18022,100,1
57265949,18022,100,6
35513762,18022,100,3
73765648,18022,100,9
73765648,18023,700,9
3998998,18022,100,2
38321728,18022,100,3
45445381,18022,100,11
45445381,18023,700,11
39412936,18022,100,6
34651037,18022,100,1
34718936,18022,100,24
34718936,18023,700,24
34718936,18024,900,24
74573591,18022,100,4
72940053,18022,100,16
72940053,18023,700,16
72940053,18024,900,16
75077348,18022,100,23
75077348,18023,700,23
75077348,18024,900,23
6163102,18022,100,19
6163102,18023,700,19
6163102,18024,900,19
33400991,18022,100,2
63553977,18022,100,25
63553977,18023,700,25
63553977,18024,900,25
70081897,18022,100,18
70081897,18023,700,18
70081897,18024,900,18
11425968,18022,100,16
11425968,18023,700,16
11425968,18024,900,16
30669282,18022,100,1
15078628,18022,100,3
23322769,18022,100,19
23322769,18023,700,19
23322769,18024,900,19
38413708,18022,100,14
38413708,18023,700,14
26668066,18022,100,5
36145790,18022,100,25
36145790,18023,700,25
36145790,18024,900,25
18815214,18022,100,3
18249332,18022,100,26
18249332,18023,700,26
18249332,18024,900,26
22500335,18022,100,3
32935317,18022,100,2
76593224,18022,100,3
67881025,18022,100,24
67881025,18023,700,24
67881025,18024,900,24
34877605,18022,100,1
38118562,18022,100,3
35258480,18022,100,8
35258480,18023,700,8
50853857,18022,100,2
32936602,18022,100,16
32936602,18023,700,16
32936602,18024,900,16
39355977,18022,100,1
460,18022,100,20
460,18023,700,20
460,18024,900,20
29277769,18022,100,2
36795993,18022,100,19
36795993,18023,700,19
36795993,18024,900,19
59239233,18022,100,4
28665577,18022,100,3
31175294,18022,100,2
76491547,18022,100,2
76851643,18022,100,2
76882416,18022,100,2
38333946,18022,100,4
14475961,18022,100,13
14475961,18023,700,13
41997572,18022,100,4
17589108,18022,100,10
17589108,18023,700,10
21557292,18022,100,2
5412055,18022,100,1
39357110,18022,100,2
32894682,18022,100,3
34316818,18022,100,7
14030122,18022,100,3
75195275,18022,100,22
75195275,18023,700,22
75195275,18024,900,22
67080801,18022,100,1
39249923,18022,100,17
39249923,18023,700,17
39249923,18024,900,17
35776102,18022,100,3
40009000,18022,100,24
40009000,18023,700,24
40009000,18024,900,24
